id,method,nsnp,b,se,CIlower,CIupper,pval,intercept,intercept_se,inter_CIlower,inter_CIupper,intercept_pval,hetero_Q,hetero_pvale,lo_ci,up_ci,or,or_lci95,or_uci95,fdr,cancer,cancerid,gene,cell
"AP000350.4_T cell, CD4, naive activated",Wald_ratio,1,0.019789283,0.009410904,NA,NA,0.035482929,NA,NA,NA,NA,NA,NA,NA,0.001343912,0.038234654,1.019986389,1.001344816,1.038975004,0.29438048,Prostate cancer,ieu-b-85,AP000350.4,"T cell, CD4, naive activated"
"LGALS2_Monocyte, classical",Wald_ratio,1,0.017120049,0.007075122,NA,NA,0.015531049,NA,NA,NA,NA,NA,NA,NA,0.003252809,0.030987289,1.017267437,1.003258105,1.031472393,0.190594057,Prostate cancer,ieu-b-85,LGALS2,"Monocyte, classical"
"LGALS2_Monocyte, non-classical",Wald_ratio,1,0.020336956,0.008404558,NA,NA,0.015531049,NA,NA,NA,NA,NA,NA,NA,0.003864022,0.03680989,1.020545161,1.003871497,1.037495764,0.190594057,Prostate cancer,ieu-b-85,LGALS2,"Monocyte, non-classical"
"CDC42EP1_Monocyte, classical",Wald_ratio,1,0.021473155,0.009106416,NA,NA,0.018372471,NA,NA,NA,NA,NA,NA,NA,0.003624579,0.039321731,1.021705362,1.003631155,1.040105064,0.209327725,Prostate cancer,ieu-b-85,CDC42EP1,"Monocyte, classical"
"ARFGAP3_T cell, CD8, naive activated",Wald_ratio,1,0.033353814,0.009014544,NA,NA,0.000215599,NA,NA,NA,NA,NA,NA,NA,0.015685307,0.051022321,1.033916289,1.015808967,1.052346383,0.008808861,Prostate cancer,ieu-b-85,ARFGAP3,"T cell, CD8, naive activated"
"CCSER2_T cell, CD4, TH17",Wald_ratio,1,0.023674556,0.010926718,NA,NA,0.03026028,NA,NA,NA,NA,NA,NA,NA,0.002258188,0.045090925,1.023957023,1.00226074,1.046122974,0.271182781,Prostate cancer,ieu-b-85,CCSER2,"T cell, CD4, TH17"
"CCSER2_T cell, CD4, naive activated",Wald_ratio,1,0.02715311,0.012532205,NA,NA,0.03026028,NA,NA,NA,NA,NA,NA,NA,0.002589989,0.051716232,1.027525115,1.002593346,1.05307687,0.271182781,Prostate cancer,ieu-b-85,CCSER2,"T cell, CD4, naive activated"
"CCSER2_T cell, CD4, TH1",Wald_ratio,1,0.025034277,0.011554282,NA,NA,0.03026028,NA,NA,NA,NA,NA,NA,NA,0.002387885,0.047680669,1.025350266,1.002390738,1.048835676,0.271182781,Prostate cancer,ieu-b-85,CCSER2,"T cell, CD4, TH1"
"CCSER2_T cell, CD8, naive activated",Wald_ratio,1,0.026722954,0.012333671,NA,NA,0.03026028,NA,NA,NA,NA,NA,NA,NA,0.002548959,0.05089695,1.027083215,1.00255221,1.052214457,0.271182781,Prostate cancer,ieu-b-85,CCSER2,"T cell, CD8, naive activated"
"CCSER2_T cell, CD4, memory TREG",Wald_ratio,1,0.023201752,0.010708501,NA,NA,0.03026028,NA,NA,NA,NA,NA,NA,NA,0.00221309,0.044190414,1.023473006,1.002215541,1.045181353,0.271182781,Prostate cancer,ieu-b-85,CCSER2,"T cell, CD4, memory TREG"
"CCSER2_T cell, CD4, TFH",Wald_ratio,1,0.023357001,0.010780154,NA,NA,0.03026028,NA,NA,NA,NA,NA,NA,NA,0.002227899,0.044486103,1.023631911,1.002230382,1.045490447,0.271182781,Prostate cancer,ieu-b-85,CCSER2,"T cell, CD4, TFH"
"PTGIR_T cell, CD4, naive",Wald_ratio,1,0.02025563,0.009364412,NA,NA,0.030537836,NA,NA,NA,NA,NA,NA,NA,0.001901383,0.038609876,1.020462167,1.001903191,1.039364924,0.272879036,Prostate cancer,ieu-b-85,PTGIR,"T cell, CD4, naive"
"IGHMBP2_T cell, CD4, naive",Wald_ratio,1,-0.022091911,0.008504408,NA,NA,0.009385013,NA,NA,NA,NA,NA,NA,NA,-0.038760551,-0.005423271,0.978150328,0.961981027,0.994591408,0.144083656,Prostate cancer,ieu-b-85,IGHMBP2,"T cell, CD4, naive"
"RP11-757G1.6_Monocyte, non-classical",Wald_ratio,1,0.023345608,0.008987026,NA,NA,0.009385013,NA,NA,NA,NA,NA,NA,NA,0.005731037,0.040960179,1.02362025,1.005747491,1.041810619,0.144083656,Prostate cancer,ieu-b-85,RP11-757G1.6,"Monocyte, non-classical"
"MRPL21_T cell, CD8, naive",Wald_ratio,1,0.022195024,0.008544102,NA,NA,0.009385013,NA,NA,NA,NA,NA,NA,NA,0.005448584,0.038941464,1.022443166,1.005463454,1.039709622,0.144083656,Prostate cancer,ieu-b-85,MRPL21,"T cell, CD8, naive"
"IGHMBP2_T cell, CD4, TH1 TH17",Wald_ratio,1,-0.021694879,0.008351568,NA,NA,0.009385013,NA,NA,NA,NA,NA,NA,NA,-0.038063953,-0.005325805,0.978538762,0.962651374,0.994688352,0.144083656,Prostate cancer,ieu-b-85,IGHMBP2,"T cell, CD4, TH1 TH17"
"MRPL21_T cell, CD4, memory TREG",Wald_ratio,1,0.024296053,0.009352905,NA,NA,0.009385013,NA,NA,NA,NA,NA,NA,NA,0.005964358,0.042627747,1.024593607,1.005982181,1.043549358,0.144083656,Prostate cancer,ieu-b-85,MRPL21,"T cell, CD4, memory TREG"
"UBE2Z_T cell, CD4, TH1",Wald_ratio,1,0.024456741,0.01021132,NA,NA,0.016617567,NA,NA,NA,NA,NA,NA,NA,0.004442554,0.044470928,1.02475826,1.004452437,1.045474582,0.196705924,Prostate cancer,ieu-b-85,UBE2Z,"T cell, CD4, TH1"
"HLA-DQA2_T cell, CD4, TFH",Wald_ratio,1,0.026758167,0.010654836,NA,NA,0.012026574,NA,NA,NA,NA,NA,NA,NA,0.005874689,0.047641646,1.027119382,1.005891979,1.048794748,0.164203514,Prostate cancer,ieu-b-85,HLA-DQA2,"T cell, CD4, TFH"
"OPN3_Monocyte, classical",Wald_ratio,1,-0.022629695,0.011314847,NA,NA,0.045500264,NA,NA,NA,NA,NA,NA,NA,-0.044806796,-0.000452594,0.977624436,0.956182202,0.999547509,0.332320284,Prostate cancer,ieu-b-85,OPN3,"Monocyte, classical"
"BTN2A3P_NK cell, CD56dim CD16+",Wald_ratio,1,-0.028161102,0.009437775,NA,NA,0.002846268,NA,NA,NA,NA,NA,NA,NA,-0.04665914,-0.009663064,0.972231726,0.954412663,0.990383474,0.06437563,Prostate cancer,ieu-b-85,BTN2A3P,"NK cell, CD56dim CD16+"
"GCH1_T cell, CD4, naive TREG",Wald_ratio,1,-0.022950243,0.009742144,NA,NA,0.018484397,NA,NA,NA,NA,NA,NA,NA,-0.042044845,-0.003855641,0.977311111,0.958826781,0.996151783,0.210130402,Prostate cancer,ieu-b-85,GCH1,"T cell, CD4, naive TREG"
"AC022431.2_Monocyte, non-classical",Wald_ratio,1,-0.021082565,0.009017616,NA,NA,0.019390826,NA,NA,NA,NA,NA,NA,NA,-0.038757092,-0.003408037,0.979138119,0.961984354,0.996597764,0.214122816,Prostate cancer,ieu-b-85,AC022431.2,"Monocyte, non-classical"
"AC022431.3_Monocyte, non-classical",Wald_ratio,1,-0.022876457,0.009784915,NA,NA,0.019390826,NA,NA,NA,NA,NA,NA,NA,-0.04205489,-0.003698023,0.977383226,0.958817149,0.996308806,0.214122816,Prostate cancer,ieu-b-85,AC022431.3,"Monocyte, non-classical"
"ERCC6L2_T cell, CD4, naive TREG",Wald_ratio,1,-0.027119928,0.011244848,NA,NA,0.015875523,NA,NA,NA,NA,NA,NA,NA,-0.04915983,-0.005080025,0.973244516,0.952028955,0.994932856,0.190594057,Prostate cancer,ieu-b-85,ERCC6L2,"T cell, CD4, naive TREG"
"LINC00476_NK cell, CD56dim CD16+",Wald_ratio,1,0.020247102,0.00839514,NA,NA,0.015875523,NA,NA,NA,NA,NA,NA,NA,0.003792628,0.036701576,1.020453465,1.003799829,1.037383395,0.190594057,Prostate cancer,ieu-b-85,LINC00476,"NK cell, CD56dim CD16+"
"LINC00476_T cell, CD4, TH1",Wald_ratio,1,0.024150194,0.010013495,NA,NA,0.015875523,NA,NA,NA,NA,NA,NA,NA,0.004523744,0.043776644,1.024444171,1.004533991,1.044748977,0.190594057,Prostate cancer,ieu-b-85,LINC00476,"T cell, CD4, TH1"
"LINC00476_T cell, CD4, TH2",Wald_ratio,1,0.024315461,0.010082021,NA,NA,0.015875523,NA,NA,NA,NA,NA,NA,NA,0.004554701,0.044076222,1.024613493,1.004565089,1.045062008,0.190594057,Prostate cancer,ieu-b-85,LINC00476,"T cell, CD4, TH2"
"LINC00476_B cell, naive",Wald_ratio,1,0.022030257,0.009134497,NA,NA,0.015875523,NA,NA,NA,NA,NA,NA,NA,0.004126643,0.039933871,1.022274715,1.00413517,1.040741948,0.190594057,Prostate cancer,ieu-b-85,LINC00476,"B cell, naive"
"LINC00476_T cell, CD8, naive activated",Wald_ratio,1,0.024920466,0.010332876,NA,NA,0.015875523,NA,NA,NA,NA,NA,NA,NA,0.004668029,0.045172902,1.025233576,1.004678941,1.046208736,0.190594057,Prostate cancer,ieu-b-85,LINC00476,"T cell, CD8, naive activated"
"LINC00476_T cell, CD8, naive",Wald_ratio,1,0.024476398,0.01014875,NA,NA,0.015875523,NA,NA,NA,NA,NA,NA,NA,0.004584847,0.044367948,1.024778404,1.004595374,1.045366925,0.190594057,Prostate cancer,ieu-b-85,LINC00476,"T cell, CD8, naive"
"IVD_T cell, CD8, naive",Wald_ratio,1,0.026599281,0.010162933,NA,NA,0.008863258,NA,NA,NA,NA,NA,NA,NA,0.006679933,0.04651863,1.0269562,1.006702293,1.047617596,0.139454093,Prostate cancer,ieu-b-85,IVD,"T cell, CD8, naive"
"ATP8B3_T cell, CD4, TH2",Wald_ratio,1,0.03678321,0.011355239,NA,NA,0.001198166,NA,NA,NA,NA,NA,NA,NA,0.014526942,0.059039478,1.037468083,1.01463297,1.060817119,0.03281249,Prostate cancer,ieu-b-85,ATP8B3,"T cell, CD4, TH2"
"TNFRSF10B_T cell, CD8, naive",Wald_ratio,1,-0.024771554,0.012102997,NA,NA,0.040684703,NA,NA,NA,NA,NA,NA,NA,-0.048493428,-0.00104968,0.975532743,0.952663601,0.99895087,0.315171662,Prostate cancer,ieu-b-85,TNFRSF10B,"T cell, CD8, naive"
"XBP1_T cell, CD4, TH2",Wald_ratio,1,0.040151566,0.010751884,NA,NA,0.000188182,NA,NA,NA,NA,NA,NA,NA,0.019077874,0.061225258,1.040968538,1.019261019,1.063138368,0.007879276,Prostate cancer,ieu-b-85,XBP1,"T cell, CD4, TH2"
"HLA-DRB1_T cell, CD4, naive",IVW,2,-0.020905011,0.006040407,-0.032743992,-0.009066031,0.00053845,NA,NA,NA,NA,NA,19.82234278,8.50E-06,-0.032744209,-0.009065813,0.979311984,0.967786079,0.990975157,0.017338778,Prostate cancer,ieu-b-85,HLA-DRB1,"T cell, CD4, naive"
"NFATC2_Monocyte, classical",Wald_ratio,1,0.025396473,0.011274667,NA,NA,0.024289099,NA,NA,NA,NA,NA,NA,NA,0.003298125,0.047494821,1.025721711,1.00330357,1.048640771,0.240658417,Prostate cancer,ieu-b-85,NFATC2,"Monocyte, classical"
"NFATC2_Monocyte, non-classical",Wald_ratio,1,0.021099974,0.009367253,NA,NA,0.024289099,NA,NA,NA,NA,NA,NA,NA,0.002740158,0.03945979,1.021324152,1.002743916,1.04024867,0.240658417,Prostate cancer,ieu-b-85,NFATC2,"Monocyte, non-classical"
"RP3-477O4.16_T cell, CD4, naive TREG",Wald_ratio,1,-0.02512876,0.011338587,NA,NA,0.026676698,NA,NA,NA,NA,NA,NA,NA,-0.04735239,-0.00290513,0.975184339,0.953751246,0.997099086,0.252465212,Prostate cancer,ieu-b-85,RP3-477O4.16,"T cell, CD4, naive TREG"
"PRC1-AS1_T cell, CD4, memory TREG",Wald_ratio,1,0.034730676,0.012669052,NA,NA,0.006118183,NA,NA,NA,NA,NA,NA,NA,0.009899335,0.059562018,1.03534083,1.009948495,1.061371583,0.109529173,Prostate cancer,ieu-b-85,PRC1-AS1,"T cell, CD4, memory TREG"
"RCCD1_T cell, CD4, naive",Wald_ratio,1,-0.026798746,0.009775643,NA,NA,0.006118183,NA,NA,NA,NA,NA,NA,NA,-0.045959007,-0.007638485,0.973557154,0.955081113,0.992390614,0.109529173,Prostate cancer,ieu-b-85,RCCD1,"T cell, CD4, naive"
"RCCD1_T cell, CD8, naive",Wald_ratio,1,-0.029671736,0.010823652,NA,NA,0.006118183,NA,NA,NA,NA,NA,NA,NA,-0.050886094,-0.008457378,0.970764148,0.950386919,0.991578285,0.109529173,Prostate cancer,ieu-b-85,RCCD1,"T cell, CD8, naive"
"RCCD1_B cell, naive",Wald_ratio,1,-0.033674592,0.012283813,NA,NA,0.006118183,NA,NA,NA,NA,NA,NA,NA,-0.057750866,-0.009598318,0.966886086,0.943885072,0.990447599,0.109529173,Prostate cancer,ieu-b-85,RCCD1,"B cell, naive"
"C20orf194_T cell, CD4, naive",Wald_ratio,1,-0.021820952,0.01013485,NA,NA,0.031313867,NA,NA,NA,NA,NA,NA,NA,-0.041685257,-0.001956646,0.978415403,0.959171626,0.998045267,0.274158679,Prostate cancer,ieu-b-85,C20orf194,"T cell, CD4, naive"
"RP11-384P7.7_T cell, CD4, TH17",Wald_ratio,1,0.026011915,0.009543155,NA,NA,0.006416251,NA,NA,NA,NA,NA,NA,NA,0.00730733,0.044716499,1.026353177,1.007334094,1.045731352,0.113542651,Prostate cancer,ieu-b-85,RP11-384P7.7,"T cell, CD4, TH17"
"RP11-384P7.7_T cell, CD4, TFH",Wald_ratio,1,0.025112566,0.009213205,NA,NA,0.006416251,NA,NA,NA,NA,NA,NA,NA,0.007054683,0.043170448,1.025430542,1.007079626,1.044115847,0.113542651,Prostate cancer,ieu-b-85,RP11-384P7.7,"T cell, CD4, TFH"
"PKD2_Monocyte, non-classical",Wald_ratio,1,0.026836505,0.010784764,NA,NA,0.012832939,NA,NA,NA,NA,NA,NA,NA,0.005698368,0.047974641,1.027199847,1.005714635,1.04914405,0.171967199,Prostate cancer,ieu-b-85,PKD2,"Monocyte, non-classical"
"ITGAX_Monocyte, classical",Wald_ratio,1,0.022516963,0.011392511,NA,NA,0.048101504,NA,NA,NA,NA,NA,NA,NA,0.000187641,0.044846286,1.022772384,1.000187659,1.045867083,0.34112208,Prostate cancer,ieu-b-85,ITGAX,"Monocyte, classical"
"CRHR1-IT1_T cell, CD4, TH1",Wald_ratio,1,-0.023755517,0.009521442,NA,NA,0.012597506,NA,NA,NA,NA,NA,NA,NA,-0.042417543,-0.005093491,0.976524425,0.958469495,0.994919459,0.170378071,Prostate cancer,ieu-b-85,CRHR1-IT1,"T cell, CD4, TH1"
"CRHR1-IT1_T cell, CD4, TH2",Wald_ratio,1,-0.024068918,0.009647056,NA,NA,0.012597506,NA,NA,NA,NA,NA,NA,NA,-0.042977148,-0.005160688,0.976218428,0.95793328,0.994852606,0.170378071,Prostate cancer,ieu-b-85,CRHR1-IT1,"T cell, CD4, TH2"
"RP3-477O4.16_T cell, CD4, TH17",Wald_ratio,1,-0.02956342,0.010771168,NA,NA,0.006056977,NA,NA,NA,NA,NA,NA,NA,-0.05067491,-0.00845193,0.970869304,0.950587647,0.991583688,0.109075822,Prostate cancer,ieu-b-85,RP3-477O4.16,"T cell, CD4, TH17"
"RP11-361D15.2_T cell, CD4, TH17",Wald_ratio,1,0.025222833,0.00873518,NA,NA,0.003883166,NA,NA,NA,NA,NA,NA,NA,0.00810188,0.042343786,1.02554362,1.008134789,1.043253073,0.080833024,Prostate cancer,ieu-b-85,RP11-361D15.2,"T cell, CD4, TH17"
"ZNF740_B cell, naive",Wald_ratio,1,-0.019925889,0.010049579,NA,NA,0.047394398,NA,NA,NA,NA,NA,NA,NA,-0.039623063,-0.000228715,0.98027132,0.961151664,0.999771312,0.338032594,Prostate cancer,ieu-b-85,ZNF740,"B cell, naive"
"ECHDC2_B cell, naive",Wald_ratio,1,0.037338576,0.008761007,NA,NA,2.03E-05,NA,NA,NA,NA,NA,NA,NA,0.020167003,0.05451015,1.038044419,1.020371731,1.056023195,0.001212879,Prostate cancer,ieu-b-85,ECHDC2,"B cell, naive"
"ECHDC2_Monocyte, non-classical",Wald_ratio,1,0.038408994,0.009012166,NA,NA,2.03E-05,NA,NA,NA,NA,NA,NA,NA,0.020745149,0.05607284,1.039156155,1.020961825,1.057674722,0.001212879,Prostate cancer,ieu-b-85,ECHDC2,"Monocyte, non-classical"
"ECHDC2_Monocyte, classical",Wald_ratio,1,0.043765577,0.010269018,NA,NA,2.03E-05,NA,NA,NA,NA,NA,NA,NA,0.023638301,0.063892852,1.044737415,1.0239199,1.065978175,0.001212879,Prostate cancer,ieu-b-85,ECHDC2,"Monocyte, classical"
"TESK2_B cell, naive",Wald_ratio,1,-0.020632537,0.008081077,NA,NA,0.010674079,NA,NA,NA,NA,NA,NA,NA,-0.036471447,-0.004793626,0.979578858,0.964185624,0.995217845,0.157929933,Prostate cancer,ieu-b-85,TESK2,"B cell, naive"
"TSPAN15_NK cell, CD56dim CD16+",Wald_ratio,1,0.014594001,0.007297001,NA,NA,0.045500264,NA,NA,NA,NA,NA,NA,NA,0.00029188,0.028896123,1.014701014,1.000291923,1.029317666,0.332320284,Prostate cancer,ieu-b-85,TSPAN15,"NK cell, CD56dim CD16+"
"BEND3P3_T cell, CD4, TH2",Wald_ratio,1,-0.023514355,0.01111375,NA,NA,0.034362717,NA,NA,NA,NA,NA,NA,NA,-0.045297305,-0.001731405,0.976759953,0.955713301,0.998270093,0.289030953,Prostate cancer,ieu-b-85,BEND3P3,"T cell, CD4, TH2"
"BEND3P3_T cell, CD4, TH1",Wald_ratio,1,-0.024402837,0.011533679,NA,NA,0.034362717,NA,NA,NA,NA,NA,NA,NA,-0.047008848,-0.001796826,0.975892505,0.954078956,0.998204788,0.289030953,Prostate cancer,ieu-b-85,BEND3P3,"T cell, CD4, TH1"
"BEND3P3_T cell, CD4, TH17",Wald_ratio,1,-0.024348404,0.011507952,NA,NA,0.034362717,NA,NA,NA,NA,NA,NA,NA,-0.04690399,-0.001792818,0.975945627,0.954179004,0.998208788,0.289030953,Prostate cancer,ieu-b-85,BEND3P3,"T cell, CD4, TH17"
"MARK3_Monocyte, classical",Wald_ratio,1,-0.014911144,0.007415703,NA,NA,0.044351586,NA,NA,NA,NA,NA,NA,NA,-0.029445922,-0.000376367,0.985199476,0.970983385,0.999623704,0.32898963,Prostate cancer,ieu-b-85,MARK3,"Monocyte, classical"
"RP11-259G18.2_T cell, CD4, memory TREG",Wald_ratio,1,-0.028371495,0.010720527,NA,NA,0.008133801,NA,NA,NA,NA,NA,NA,NA,-0.049383727,-0.007359263,0.972027197,0.951815822,0.992667751,0.132448344,Prostate cancer,ieu-b-85,RP11-259G18.2,"T cell, CD4, memory TREG"
"LRRC37A2_T cell, CD4, TH1",Wald_ratio,1,-0.023969942,0.008921144,NA,NA,0.00721253,NA,NA,NA,NA,NA,NA,NA,-0.041455383,-0.0064845,0.976315056,0.959392139,0.993536479,0.124997999,Prostate cancer,ieu-b-85,LRRC37A2,"T cell, CD4, TH1"
"LRRC37A4P_Monocyte, non-classical",Wald_ratio,1,0.022017327,0.008194419,NA,NA,0.00721253,NA,NA,NA,NA,NA,NA,NA,0.005956266,0.038078387,1.022261497,1.00597404,1.038812659,0.124997999,Prostate cancer,ieu-b-85,LRRC37A4P,"Monocyte, non-classical"
"LRRC37A4P_T cell, CD4, naive activated",Wald_ratio,1,0.021749431,0.008578461,NA,NA,0.011233389,NA,NA,NA,NA,NA,NA,NA,0.004935648,0.038563215,1.021987674,1.004947848,1.039316427,0.16055613,Prostate cancer,ieu-b-85,LRRC37A4P,"T cell, CD4, naive activated"
"LRRC37A2_B cell, naive",Wald_ratio,1,-0.022559408,0.009224697,NA,NA,0.014463358,NA,NA,NA,NA,NA,NA,NA,-0.040639814,-0.004479001,0.977693153,0.960174909,0.995531014,0.183037946,Prostate cancer,ieu-b-85,LRRC37A2,"B cell, naive"
"TRIM16_Monocyte, non-classical",Wald_ratio,1,0.024949782,0.011868005,NA,NA,0.035529392,NA,NA,NA,NA,NA,NA,NA,0.001688493,0.048211071,1.025263633,1.00168992,1.049392128,0.294605146,Prostate cancer,ieu-b-85,TRIM16,"Monocyte, non-classical"
"KANSL1-AS1_T cell, CD4, TH1",Wald_ratio,1,-0.020698789,0.008344966,NA,NA,0.013123796,NA,NA,NA,NA,NA,NA,NA,-0.037054922,-0.004342655,0.979513961,0.963623209,0.995666761,0.17481908,Prostate cancer,ieu-b-85,KANSL1-AS1,"T cell, CD4, TH1"
"RAD51C_T cell, CD4, memory TREG",Wald_ratio,1,-0.03370941,0.008037767,NA,NA,2.74E-05,NA,NA,NA,NA,NA,NA,NA,-0.049463434,-0.017955387,0.966852421,0.951739959,0.98220485,0.001603062,Prostate cancer,ieu-b-85,RAD51C,"T cell, CD4, memory TREG"
"SH3GL1P3_Monocyte, classical",Wald_ratio,1,-0.023220391,0.010920481,NA,NA,0.033476974,NA,NA,NA,NA,NA,NA,NA,-0.044624534,-0.001816248,0.977047127,0.956356493,0.9981854,0.284096332,Prostate cancer,ieu-b-85,SH3GL1P3,"Monocyte, classical"
"SH3GL1P3_T cell, CD4, TFH",Wald_ratio,1,0.019141172,0.009002036,NA,NA,0.033476974,NA,NA,NA,NA,NA,NA,NA,0.001497181,0.036785163,1.019325538,1.001498302,1.03747011,0.284096332,Prostate cancer,ieu-b-85,SH3GL1P3,"T cell, CD4, TFH"
"LRRC37A16P_Monocyte, non-classical",Wald_ratio,1,-0.016865571,0.007931828,NA,NA,0.033476974,NA,NA,NA,NA,NA,NA,NA,-0.032411953,-0.001319188,0.983275857,0.968107685,0.998681682,0.284096332,Prostate cancer,ieu-b-85,LRRC37A16P,"Monocyte, non-classical"
"LRRC37A16P_Monocyte, classical",Wald_ratio,1,-0.017231818,0.008104073,NA,NA,0.033476974,NA,NA,NA,NA,NA,NA,NA,-0.0331158,-0.001347835,0.982915801,0.967426525,0.998653073,0.284096332,Prostate cancer,ieu-b-85,LRRC37A16P,"Monocyte, classical"
"LRRC37A16P_T cell, CD4, memory TREG",Wald_ratio,1,0.02879642,0.008786823,NA,NA,0.001048318,NA,NA,NA,NA,NA,NA,NA,0.011574247,0.046018593,1.029215045,1.011641488,1.047093879,0.029247919,Prostate cancer,ieu-b-85,LRRC37A16P,"T cell, CD4, memory TREG"
"SERPINF1_T cell, CD4, naive TREG",Wald_ratio,1,0.025581304,0.009649088,NA,NA,0.008021517,NA,NA,NA,NA,NA,NA,NA,0.006669091,0.044493517,1.025911313,1.006691379,1.045498199,0.132448344,Prostate cancer,ieu-b-85,SERPINF1,"T cell, CD4, naive TREG"
"CAPN12_T cell, CD4, TFH",Wald_ratio,1,0.027477596,0.010318118,NA,NA,0.007743741,NA,NA,NA,NA,NA,NA,NA,0.007254085,0.047701106,1.027858586,1.00728046,1.048857111,0.129262445,Prostate cancer,ieu-b-85,CAPN12,"T cell, CD4, TFH"
"CAPN12_T cell, CD4, TH17",Wald_ratio,1,0.028540991,0.010717433,NA,NA,0.007743741,NA,NA,NA,NA,NA,NA,NA,0.007534822,0.04954716,1.028952188,1.00756328,1.050795147,0.129262445,Prostate cancer,ieu-b-85,CAPN12,"T cell, CD4, TH17"
"CAPN12_T cell, CD4, TH1",Wald_ratio,1,0.029406074,0.011042281,NA,NA,0.007743741,NA,NA,NA,NA,NA,NA,NA,0.007763203,0.051048944,1.029842702,1.007793415,1.052374399,0.129262445,Prostate cancer,ieu-b-85,CAPN12,"T cell, CD4, TH1"
"AC006129.4_T cell, CD4, naive",Wald_ratio,1,0.043144843,0.01379461,NA,NA,0.001762041,NA,NA,NA,NA,NA,NA,NA,0.016107408,0.070182278,1.044089113,1.016237832,1.072703694,0.04376024,Prostate cancer,ieu-b-85,AC006129.4,"T cell, CD4, naive"
"AC006129.1_T cell, CD8, naive activated",Wald_ratio,1,0.040929199,0.013086206,NA,NA,0.001762041,NA,NA,NA,NA,NA,NA,NA,0.015280234,0.066578163,1.041778344,1.015397574,1.068844505,0.04376024,Prostate cancer,ieu-b-85,AC006129.1,"T cell, CD8, naive activated"
"AC006129.1_B cell, naive",Wald_ratio,1,0.039813667,0.01272954,NA,NA,0.001762041,NA,NA,NA,NA,NA,NA,NA,0.014863769,0.064763565,1.040616855,1.014974784,1.066906741,0.04376024,Prostate cancer,ieu-b-85,AC006129.1,"B cell, naive"
"SIGLEC11_Monocyte, classical",Wald_ratio,1,0.023536216,0.011649238,NA,NA,0.043341067,NA,NA,NA,NA,NA,NA,NA,0.000703709,0.046368724,1.023815379,1.000703957,1.047460563,0.324183505,Prostate cancer,ieu-b-85,SIGLEC11,"Monocyte, classical"
"MFSD6_T cell, CD4, TH1 TH17",Wald_ratio,1,0.039771779,0.012042011,NA,NA,0.000957409,NA,NA,NA,NA,NA,NA,NA,0.016169438,0.06337412,1.040573266,1.01630087,1.065425362,0.02723534,Prostate cancer,ieu-b-85,MFSD6,"T cell, CD4, TH1 TH17"
"SEPTIN2 _B cell, naive",Wald_ratio,1,-0.050818534,0.009945393,NA,NA,3.23E-07,NA,NA,NA,NA,NA,NA,NA,-0.070311505,-0.031325563,0.950451129,0.932103419,0.969159999,4.76E-05,Prostate cancer,ieu-b-85,SEPTIN2 ,"B cell, naive"
"HDLBP_T cell, CD8, naive",Wald_ratio,1,0.028023449,0.009562055,NA,NA,0.003382068,NA,NA,NA,NA,NA,NA,NA,0.009281821,0.046765077,1.028419799,1.00932503,1.04787581,0.072196693,Prostate cancer,ieu-b-85,HDLBP,"T cell, CD8, naive"
"DZIP3_T cell, CD4, TH2",Wald_ratio,1,0.024755172,0.01042742,NA,NA,0.017594368,NA,NA,NA,NA,NA,NA,NA,0.004317429,0.045192914,1.025064125,1.004326763,1.046229673,0.204679451,Prostate cancer,ieu-b-85,DZIP3,"T cell, CD4, TH2"
"Y_RNA_ENSG00000199332_T cell, CD8, naive",Wald_ratio,1,0.029460757,0.011297635,NA,NA,0.009115485,NA,NA,NA,NA,NA,NA,NA,0.007317392,0.051604123,1.029899018,1.007344229,1.052958817,0.142684098,Prostate cancer,ieu-b-85,Y,RNA
"DCBLD1_Monocyte, classical",Wald_ratio,1,-0.015742603,0.007374167,NA,NA,0.032774779,NA,NA,NA,NA,NA,NA,NA,-0.03019597,-0.001289236,0.984380664,0.970255374,0.998711594,0.280334484,Prostate cancer,ieu-b-85,DCBLD1,"Monocyte, classical"
"AC004967.7_T cell, CD4, TH17",Wald_ratio,1,0.018384314,0.00933504,NA,NA,0.048908581,NA,NA,NA,NA,NA,NA,NA,8.76E-05,0.036680992,1.018554346,1.000087639,1.037362042,0.343354051,Prostate cancer,ieu-b-85,AC004967.7,"T cell, CD4, TH17"
"AC004967.7_T cell, CD4, naive TREG",Wald_ratio,1,0.018776307,0.009534083,NA,NA,0.048908581,NA,NA,NA,NA,NA,NA,NA,8.95E-05,0.037463111,1.01895369,1.000089508,1.038173699,0.343354051,Prostate cancer,ieu-b-85,AC004967.7,"T cell, CD4, naive TREG"
"OR7E38P_T cell, CD4, naive",Wald_ratio,1,0.017726037,0.009000786,NA,NA,0.048908581,NA,NA,NA,NA,NA,NA,NA,8.45E-05,0.035367578,1.017884076,1.000084501,1.036000449,0.343354051,Prostate cancer,ieu-b-85,OR7E38P,"T cell, CD4, naive"
"ASNS_T cell, CD4, TFH",Wald_ratio,1,-0.02028533,0.010300323,NA,NA,0.048908581,NA,NA,NA,NA,NA,NA,NA,-0.040473963,-9.67E-05,0.979919033,0.960334169,0.999903308,0.343354051,Prostate cancer,ieu-b-85,ASNS,"T cell, CD4, TFH"
