id,gene,cell,nsnp,b,se,CIlower,Ciupper,pval,intercept,intercept_se,inter_CIlower,inter_CIupper,intercept_pval,hetero_Q,hetero_pvale,lo_ci,up_ci,or,or_lci95,or_uci95,fdr,cancer,cancerid,match,PPH4(PWCOCO),ldcheck,H4 (conventional coloc)
"HLA-C_NK cell, CD56dim CD16+",HLA-C,"NK cell, CD56dim CD16+",1,0.044042307,0.00972105,NA,NA,5.88E-06,NA,NA,NA,NA,NA,NA,NA,0.02498905,0.063095565,1.045026566,1.025303893,1.065128623,0.000442524,Prostate cancer,ieu-b-85,"HLA-C_NK cell, CD56dim CD16+_Prostate cancer_ieu-b-85",1.50E-06,1,1
"MICA_T cell, CD4, naive TREG",MICA,"T cell, CD4, naive TREG",2,0.027122223,0.007357793,0.012701214,0.041543232,0.000227636,NA,NA,NA,NA,NA,2.012645726,0.155993072,0.012700949,0.041543497,1.027493378,1.012781948,1.042418503,0.009161648,Prostate cancer,ieu-b-85,"MICA_T cell, CD4, naive TREG_Prostate cancer_ieu-b-85",5.87E-10,0.58695058,1
"MICA_Monocyte, non-classical",MICA,"Monocyte, non-classical",2,0.027660871,0.007605885,0.01275361,0.042568132,0.000276076,NA,NA,NA,NA,NA,2.374530881,0.123328641,0.012753336,0.042568406,1.028046985,1.012835007,1.043487434,0.010759176,Prostate cancer,ieu-b-85,"MICA_Monocyte, non-classical_Prostate cancer_ieu-b-85",2.68E-07,0.58695058,1
"MICA_T cell, CD8, naive",MICA,"T cell, CD8, naive",2,0.027159423,0.007377488,0.012699813,0.041619034,0.000231964,NA,NA,NA,NA,NA,2.047996474,0.152406637,0.012699547,0.041619299,1.027531602,1.012780529,1.042497524,0.009302438,Prostate cancer,ieu-b-85,"MICA_T cell, CD8, naive_Prostate cancer_ieu-b-85",2.50E-09,0.58695058,1
"MICA_Monocyte, classical",MICA,"Monocyte, classical",2,0.026226621,0.007372375,0.011777032,0.04067621,0.000374517,NA,NA,NA,NA,NA,2.437044093,0.118499336,0.011776767,0.040676476,1.026573566,1.011846386,1.041515096,0.012878485,Prostate cancer,ieu-b-85,"MICA_Monocyte, classical_Prostate cancer_ieu-b-85",8.92E-10,0.582571934,1
"HLA-DRB5_Monocyte, non-classical",HLA-DRB5,"Monocyte, non-classical",1,0.046439691,0.007323513,NA,NA,2.28E-10,NA,NA,NA,NA,NA,NA,NA,0.032085605,0.060793777,1.047534901,1.032605897,1.062679743,1.16E-07,Prostate cancer,ieu-b-85,"HLA-DRB5_Monocyte, non-classical_Prostate cancer_ieu-b-85",4.44E-09,0.858785864,1
"HLA-DQA1_T cell, CD4, TH17",HLA-DQA1,"T cell, CD4, TH17",1,0.035105292,0.011157496,NA,NA,0.001653269,NA,NA,NA,NA,NA,NA,NA,0.0132366,0.056973984,1.035728757,1.013324592,1.058628269,0.041671692,Prostate cancer,ieu-b-85,"HLA-DQA1_T cell, CD4, TH17_Prostate cancer_ieu-b-85",5.56E-09,0.530337867,1
"HLA-DQB2_T cell, CD4, TH2",HLA-DQB2,"T cell, CD4, TH2",1,0.025788559,0.008094219,NA,NA,0.001442314,NA,NA,NA,NA,NA,NA,NA,0.009923889,0.041653228,1.02612396,1.009973294,1.042532895,0.037409098,Prostate cancer,ieu-b-85,"HLA-DQB2_T cell, CD4, TH2_Prostate cancer_ieu-b-85",1.25E-07,0.926544855,1
"HLA-DQB2_T cell, CD4, TH17",HLA-DQB2,"T cell, CD4, TH17",1,0.025595242,0.008033543,NA,NA,0.001442314,NA,NA,NA,NA,NA,NA,NA,0.009849498,0.041340987,1.025925613,1.009898164,1.042207424,0.037409098,Prostate cancer,ieu-b-85,"HLA-DQB2_T cell, CD4, TH17_Prostate cancer_ieu-b-85",5.56E-09,0.926544855,1
"HLA-DQA2_T cell, CD4, naive activated",HLA-DQA2,"T cell, CD4, naive activated",1,0.030005705,0.009300661,NA,NA,0.001254498,NA,NA,NA,NA,NA,NA,NA,0.011776409,0.048235001,1.030460413,1.011846024,1.04941724,0.033687493,Prostate cancer,ieu-b-85,"HLA-DQA2_T cell, CD4, naive activated_Prostate cancer_ieu-b-85",2.65E-09,0.809510474,1
"HLA-DQA2_Monocyte, classical",HLA-DQA2,"Monocyte, classical",1,0.022137914,0.006861936,NA,NA,0.001254498,NA,NA,NA,NA,NA,NA,NA,0.008688519,0.035587309,1.022384776,1.008726373,1.036228117,0.033687493,Prostate cancer,ieu-b-85,"HLA-DQA2_Monocyte, classical_Prostate cancer_ieu-b-85",1.91E-09,0.809510474,1
"HLA-DQA2_Monocyte, non-classical",HLA-DQA2,"Monocyte, non-classical",1,0.022091847,0.006847657,NA,NA,0.001254498,NA,NA,NA,NA,NA,NA,NA,0.008670439,0.035513256,1.022337679,1.008708136,1.036151383,0.033687493,Prostate cancer,ieu-b-85,"HLA-DQA2_Monocyte, non-classical_Prostate cancer_ieu-b-85",4.44E-09,0.809510474,1
"HLA-DQA2_NK cell, CD56dim CD16+",HLA-DQA2,"NK cell, CD56dim CD16+",1,0.026403579,0.008184135,NA,NA,0.001254498,NA,NA,NA,NA,NA,NA,NA,0.010362674,0.042444483,1.026755241,1.010416552,1.043358131,0.033687493,Prostate cancer,ieu-b-85,"HLA-DQA2_NK cell, CD56dim CD16+_Prostate cancer_ieu-b-85",1.52E-09,0.809510474,1
"HLA-DQA2_T cell, CD4, TH17",HLA-DQA2,"T cell, CD4, TH17",1,0.026989517,0.008365754,NA,NA,0.001254498,NA,NA,NA,NA,NA,NA,NA,0.010592638,0.043386395,1.027357033,1.010648939,1.044341345,0.033687493,Prostate cancer,ieu-b-85,"HLA-DQA2_T cell, CD4, TH17_Prostate cancer_ieu-b-85",5.56E-09,0.809510474,1
"HLA-DQA2_T cell, CD8, naive",HLA-DQA2,"T cell, CD8, naive",1,0.027223353,0.008438235,NA,NA,0.001254498,NA,NA,NA,NA,NA,NA,NA,0.010684413,0.043762294,1.027597294,1.010741695,1.044733986,0.033687493,Prostate cancer,ieu-b-85,"HLA-DQA2_T cell, CD8, naive_Prostate cancer_ieu-b-85",1.15E-05,0.809510474,0.110771
"HNRNPA1P2_B cell, naive",HNRNPA1P2,"B cell, naive",1,0.044935706,0.009603673,NA,NA,2.88E-06,NA,NA,NA,NA,NA,NA,NA,0.026112506,0.063758905,1.045960608,1.026456424,1.0658354,0.000243756,Prostate cancer,ieu-b-85,"HNRNPA1P2_B cell, naive_Prostate cancer_ieu-b-85",6.13E-10,NA,1
"PSORS1C3_T cell, CD4, TFH",PSORS1C3,"T cell, CD4, TFH",1,0.04942783,0.011186899,NA,NA,9.94E-06,NA,NA,NA,NA,NA,NA,NA,0.027501508,0.071354153,1.050669763,1.027883165,1.073961505,0.000689214,Prostate cancer,ieu-b-85,"PSORS1C3_T cell, CD4, TFH_Prostate cancer_ieu-b-85",2.66E-11,1,1
"FAM26F_T cell, CD4, naive TREG",FAM26F,"T cell, CD4, naive TREG",1,0.03344683,0.010201929,NA,NA,0.001043674,NA,NA,NA,NA,NA,NA,NA,0.013451049,0.05344261,1.034012464,1.013541922,1.05489645,0.029213258,Prostate cancer,ieu-b-85,"FAM26F_T cell, CD4, naive TREG_Prostate cancer_ieu-b-85",0.443293151,NA,0.456208
"FAM26F_T cell, CD4, TH1",FAM26F,"T cell, CD4, TH1",1,0.031485773,0.009603769,NA,NA,0.001043674,NA,NA,NA,NA,NA,NA,NA,0.012662387,0.05030916,1.031986694,1.012742894,1.051596158,0.029213258,Prostate cancer,ieu-b-85,"FAM26F_T cell, CD4, TH1_Prostate cancer_ieu-b-85",0.397569744,NA,0.456338
"FAM26F_T cell, CD4, TFH",FAM26F,"T cell, CD4, TFH",1,0.039027912,0.011904266,NA,NA,0.001043674,NA,NA,NA,NA,NA,NA,NA,0.015695549,0.062360274,1.039799506,1.015819371,1.064345732,0.029213258,Prostate cancer,ieu-b-85,"FAM26F_T cell, CD4, TFH_Prostate cancer_ieu-b-85",0.359582604,NA,0.444019
"HLA-DQB2_NK cell, CD56dim CD16+",HLA-DQB2,"NK cell, CD56dim CD16+",1,0.035303314,0.010852962,NA,NA,0.001142443,NA,NA,NA,NA,NA,NA,NA,0.014031508,0.056575119,1.035933874,1.014130411,1.058206104,0.031513601,Prostate cancer,ieu-b-85,"HLA-DQB2_NK cell, CD56dim CD16+_Prostate cancer_ieu-b-85",1.52E-09,0.563209724,1
"FAM26F_T cell, CD4, TH17",FAM26F,"T cell, CD4, TH17",1,0.037414893,0.011925066,NA,NA,0.001703953,NA,NA,NA,NA,NA,NA,NA,0.014041765,0.060788022,1.038123642,1.014140813,1.062673627,0.042736597,Prostate cancer,ieu-b-85,"FAM26F_T cell, CD4, TH17_Prostate cancer_ieu-b-85",0.36801819,NA,0.368018
"FAM26F_T cell, CD8, naive activated",FAM26F,"T cell, CD8, naive activated",1,0.028856698,0.009197354,NA,NA,0.001703953,NA,NA,NA,NA,NA,NA,NA,0.010829884,0.046883512,1.029277087,1.01088874,1.047999922,0.042736597,Prostate cancer,ieu-b-85,"FAM26F_T cell, CD8, naive activated_Prostate cancer_ieu-b-85",0.355848283,NA,0.355848
"PM20D1_T cell, CD4, TH2",PM20D1,"T cell, CD4, TH2",1,0.03754012,0.007508024,NA,NA,5.73E-07,NA,NA,NA,NA,NA,NA,NA,0.022824393,0.052255846,1.038253651,1.023086862,1.053645279,6.45E-05,Prostate cancer,ieu-b-85,"PM20D1_T cell, CD4, TH2_Prostate cancer_ieu-b-85",0.455289808,0.991691331,0.990352
"PM20D1_T cell, CD4, TH1",PM20D1,"T cell, CD4, TH1",1,0.040121991,0.008024398,NA,NA,5.73E-07,NA,NA,NA,NA,NA,NA,NA,0.024394171,0.055849812,1.040937752,1.024694143,1.057438857,6.45E-05,Prostate cancer,ieu-b-85,"PM20D1_T cell, CD4, TH1_Prostate cancer_ieu-b-85",0.902529986,0.991691331,0.90253
"PM20D1_T cell, CD4, TH1 TH17",PM20D1,"T cell, CD4, TH1 TH17",1,0.037051689,0.007410338,NA,NA,5.73E-07,NA,NA,NA,NA,NA,NA,NA,0.022527427,0.051575951,1.037746659,1.022783085,1.052929154,6.45E-05,Prostate cancer,ieu-b-85,"PM20D1_T cell, CD4, TH1 TH17_Prostate cancer_ieu-b-85",0.868821437,0.991691331,0.868821
"PM20D1_T cell, CD4, naive TREG",PM20D1,"T cell, CD4, naive TREG",1,0.036961742,0.007392348,NA,NA,5.73E-07,NA,NA,NA,NA,NA,NA,NA,0.022472739,0.051450745,1.037653321,1.022727153,1.052797329,6.45E-05,Prostate cancer,ieu-b-85,"PM20D1_T cell, CD4, naive TREG_Prostate cancer_ieu-b-85",0.842472534,0.991691331,0.842473
"PM20D1_T cell, CD4, naive",PM20D1,"T cell, CD4, naive",1,0.038650545,0.007730109,NA,NA,5.73E-07,NA,NA,NA,NA,NA,NA,NA,0.023499531,0.053801558,1.039407194,1.023777821,1.05527517,6.45E-05,Prostate cancer,ieu-b-85,"PM20D1_T cell, CD4, naive_Prostate cancer_ieu-b-85",0.854281904,0.991691331,0.854282
"SLC41A1_Monocyte, classical",SLC41A1,"Monocyte, classical",1,-0.044303438,0.008860688,NA,NA,5.73E-07,NA,NA,NA,NA,NA,NA,NA,-0.061670385,-0.02693649,0.956663626,0.940192737,0.973423062,6.45E-05,Prostate cancer,ieu-b-85,"SLC41A1_Monocyte, classical_Prostate cancer_ieu-b-85",0.773544197,0.991691331,0.785941
"ZFP30_T cell, CD4, TH1 TH17",ZFP30,"T cell, CD4, TH1 TH17",1,-0.049158828,0.011207769,NA,NA,1.15E-05,NA,NA,NA,NA,NA,NA,NA,-0.071126055,-0.027191601,0.952029908,0.931344484,0.973174762,0.00077596,Prostate cancer,ieu-b-85,"ZFP30_T cell, CD4, TH1 TH17_Prostate cancer_ieu-b-85",0.878106339,1,0.878106
"PACSIN2_T cell, CD4, TFH",PACSIN2,"T cell, CD4, TFH",1,-0.034664842,0.008775909,NA,NA,7.82E-05,NA,NA,NA,NA,NA,NA,NA,-0.051865624,-0.01746406,0.965929101,0.949456442,0.982687553,0.003999394,Prostate cancer,ieu-b-85,"PACSIN2_T cell, CD4, TFH_Prostate cancer_ieu-b-85",0.003548727,1,0.00354873
"PACSIN2_T cell, CD8, naive",PACSIN2,"T cell, CD8, naive",1,-0.040127454,0.010158849,NA,NA,7.82E-05,NA,NA,NA,NA,NA,NA,NA,-0.060038798,-0.02021611,0.960666991,0.941727996,0.979986866,0.003999394,Prostate cancer,ieu-b-85,"PACSIN2_T cell, CD8, naive_Prostate cancer_ieu-b-85",0.299614005,1,0.380868
"LIMA1_B cell, naive",LIMA1,"B cell, naive",1,0.03575492,0.011011479,NA,NA,0.001166043,NA,NA,NA,NA,NA,NA,NA,0.014172421,0.057337419,1.036401814,1.014273326,1.059013081,0.032048256,Prostate cancer,ieu-b-85,"LIMA1_B cell, naive_Prostate cancer_ieu-b-85",0.381812741,0.995600849,0.580779
"AMT_Monocyte, classical",AMT,"Monocyte, classical",1,-0.032315839,0.008479375,NA,NA,0.000138344,NA,NA,NA,NA,NA,NA,NA,-0.048935414,-0.015696265,0.968200738,0.952242629,0.984426279,0.006248768,Prostate cancer,ieu-b-85,"AMT_Monocyte, classical_Prostate cancer_ieu-b-85",0.188935849,1,0.984005
"AMT_T cell, CD4, memory TREG",AMT,"T cell, CD4, memory TREG",1,-0.036267444,0.009831536,NA,NA,0.000225236,NA,NA,NA,NA,NA,NA,NA,-0.055537255,-0.016997633,0.964382341,0.945976781,0.983146011,0.009128947,Prostate cancer,ieu-b-85,"AMT_T cell, CD4, memory TREG_Prostate cancer_ieu-b-85",0.862784277,0.989648926,0.862784
"AMT_T cell, CD4, TH2",AMT,"T cell, CD4, TH2",1,-0.035753529,0.009692222,NA,NA,0.000225236,NA,NA,NA,NA,NA,NA,NA,-0.054750284,-0.016756775,0.964878078,0.94672153,0.983382839,0.009128947,Prostate cancer,ieu-b-85,"AMT_T cell, CD4, TH2_Prostate cancer_ieu-b-85",0.671612558,0.989648926,0.912502
"WDR52_T cell, CD8, naive",WDR52,"T cell, CD8, naive",1,0.071136564,0.010017448,NA,NA,1.24E-12,NA,NA,NA,NA,NA,NA,NA,0.051502365,0.090770763,1.073727848,1.052851676,1.095017957,7.58E-10,Prostate cancer,ieu-b-85,"WDR52_T cell, CD8, naive_Prostate cancer_ieu-b-85",0.788422522,1,0.847787
"AMT_Monocyte, non-classical",AMT,"Monocyte, non-classical",1,-0.034040069,0.009587234,NA,NA,0.00038441,NA,NA,NA,NA,NA,NA,NA,-0.052831048,-0.015249089,0.966532776,0.948540257,0.98486659,0.012956815,Prostate cancer,ieu-b-85,"AMT_Monocyte, non-classical_Prostate cancer_ieu-b-85",0.421881729,1,0.421882
"ABCC5_Monocyte, non-classical",ABCC5,"Monocyte, non-classical",1,-0.032437873,0.009386784,NA,NA,0.000548874,NA,NA,NA,NA,NA,NA,NA,-0.050835969,-0.014039777,0.968082592,0.950434558,0.986058321,0.017599851,Prostate cancer,ieu-b-85,"ABCC5_Monocyte, non-classical_Prostate cancer_ieu-b-85",0.029834201,1,0.596621
"C5_T cell, CD8, naive",C5,"T cell, CD8, naive",1,-0.03508824,0.01127333,NA,NA,0.0018551,NA,NA,NA,NA,NA,NA,NA,-0.057183967,-0.012992513,0.965520215,0.944420311,0.987091525,0.045698002,Prostate cancer,ieu-b-85,"C5_T cell, CD8, naive_Prostate cancer_ieu-b-85",0.004179037,0.780729521,1
"CTB-118N6.3_T cell, CD4, TH17",CTB-118N6.3,"T cell, CD4, TH17",1,0.076019268,0.02052841,NA,NA,0.00021296,NA,NA,NA,NA,NA,NA,NA,0.035783584,0.116254951,1.078983364,1.036431522,1.123282218,0.03617898,Skin cancer,finn-b-C3_SKIN,"CTB-118N6.3_T cell, CD4, TH17_Skin cancer_finn-b-C3_SKIN",0.864052549,1,0.864053
"BNC2_NK cell, CD56dim CD16+",BNC2,"NK cell, CD56dim CD16+",1,0.087858011,0.018122148,NA,NA,1.25E-06,NA,NA,NA,NA,NA,NA,NA,0.0523386,0.123377422,1.091833082,1.053732476,1.131311322,0.000315847,Skin cancer,finn-b-C3_SKIN,"BNC2_NK cell, CD56dim CD16+_Skin cancer_finn-b-C3_SKIN",0.96630522,1,0.966305
"KRT1_T cell, CD4, memory TREG",KRT1,"T cell, CD4, memory TREG",1,0.059025885,0.015713376,NA,NA,0.000172368,NA,NA,NA,NA,NA,NA,NA,0.028227669,0.089824101,1.060802699,1.028629845,1.093981837,0.029619566,Skin cancer,finn-b-C3_SKIN,"KRT1_T cell, CD4, memory TREG_Skin cancer_finn-b-C3_SKIN",0.874690805,1,0.874691
"KRT1_T cell, CD4, naive",KRT1,"T cell, CD4, naive",1,0.058553773,0.015587694,NA,NA,0.000172368,NA,NA,NA,NA,NA,NA,NA,0.028001893,0.089105653,1.060302,1.028397631,1.09319615,0.029619566,Skin cancer,finn-b-C3_SKIN,"KRT1_T cell, CD4, naive_Skin cancer_finn-b-C3_SKIN",0.877834062,1,0.877834
"KRT1_T cell, CD4, naive activated",KRT1,"T cell, CD4, naive activated",1,0.071778169,0.019108181,NA,NA,0.000172368,NA,NA,NA,NA,NA,NA,NA,0.034326133,0.109230204,1.074416978,1.034922074,1.115419095,0.029619566,Skin cancer,finn-b-C3_SKIN,"KRT1_T cell, CD4, naive activated_Skin cancer_finn-b-C3_SKIN",0.891384562,1,0.891385
"CASP8_Monocyte, classical",CASP8,"Monocyte, classical",1,-0.109493415,0.013783593,NA,NA,1.96E-15,NA,NA,NA,NA,NA,NA,NA,-0.136509257,-0.082477573,0.896288066,0.872398244,0.920832089,2.26E-12,Skin cancer,finn-b-C3_SKIN,"CASP8_Monocyte, classical_Skin cancer_finn-b-C3_SKIN",0.968088662,1,0.968089
"CASP8_T cell, CD4, naive TREG",CASP8,"T cell, CD4, naive TREG",1,-0.117433476,0.014783128,NA,NA,1.96E-15,NA,NA,NA,NA,NA,NA,NA,-0.146408408,-0.088458545,0.889199663,0.863804846,0.915341056,2.26E-12,Skin cancer,finn-b-C3_SKIN,"CASP8_T cell, CD4, naive TREG_Skin cancer_finn-b-C3_SKIN",0.529547878,1,1
"CASP8_T cell, CD4, TH2",CASP8,"T cell, CD4, TH2",1,-0.118643795,0.014935489,NA,NA,1.96E-15,NA,NA,NA,NA,NA,NA,NA,-0.147917354,-0.089370235,0.888124099,0.862502394,0.914506928,2.26E-12,Skin cancer,finn-b-C3_SKIN,"CASP8_T cell, CD4, TH2_Skin cancer_finn-b-C3_SKIN",0.968060042,1,0.96806
"CASP8_T cell, CD4, TH1 TH17",CASP8,"T cell, CD4, TH1 TH17",1,-0.115518862,0.014542107,NA,NA,1.96E-15,NA,NA,NA,NA,NA,NA,NA,-0.144021391,-0.087016332,0.890903768,0.865869226,0.916662125,2.26E-12,Skin cancer,finn-b-C3_SKIN,"CASP8_T cell, CD4, TH1 TH17_Skin cancer_finn-b-C3_SKIN",0.75240892,1,1
"CASP8_B cell, naive",CASP8,"B cell, naive",1,-0.158607908,0.019966377,NA,NA,1.96E-15,NA,NA,NA,NA,NA,NA,NA,-0.197742007,-0.119473809,0.853330877,0.82058153,0.887387249,2.26E-12,Skin cancer,finn-b-C3_SKIN,"CASP8_B cell, naive_Skin cancer_finn-b-C3_SKIN",0.704509199,1,0.704509
"CASP8_T cell, CD4, TH17",CASP8,"T cell, CD4, TH17",1,-0.114043732,0.01435641,NA,NA,1.96E-15,NA,NA,NA,NA,NA,NA,NA,-0.142182296,-0.085905169,0.892218936,0.867463107,0.917681252,2.26E-12,Skin cancer,finn-b-C3_SKIN,"CASP8_T cell, CD4, TH17_Skin cancer_finn-b-C3_SKIN",0.968088662,1,0.968089
"CASP8_T cell, CD4, naive",CASP8,"T cell, CD4, naive",1,-0.114436673,0.014405875,NA,NA,1.96E-15,NA,NA,NA,NA,NA,NA,NA,-0.142672188,-0.086201157,0.891868416,0.867038248,0.917409669,2.26E-12,Skin cancer,finn-b-C3_SKIN,"CASP8_T cell, CD4, naive_Skin cancer_finn-b-C3_SKIN",0.531241881,1,1
"CASP8_T cell, CD4, memory TREG",CASP8,"T cell, CD4, memory TREG",1,-0.110238472,0.013877384,NA,NA,1.96E-15,NA,NA,NA,NA,NA,NA,NA,-0.137438145,-0.083038798,0.89562053,0.871588261,0.92031544,2.26E-12,Skin cancer,finn-b-C3_SKIN,"CASP8_T cell, CD4, memory TREG_Skin cancer_finn-b-C3_SKIN",0.529547878,1,1
"CASP8_T cell, CD4, TFH",CASP8,"T cell, CD4, TFH",1,-0.110754875,0.013942392,NA,NA,1.96E-15,NA,NA,NA,NA,NA,NA,NA,-0.138081963,-0.083427787,0.895158148,0.871027297,0.919957517,2.26E-12,Skin cancer,finn-b-C3_SKIN,"CASP8_T cell, CD4, TFH_Skin cancer_finn-b-C3_SKIN",0.529547878,1,1
"CASP8_Monocyte, non-classical",CASP8,"Monocyte, non-classical",1,-0.111042639,0.014022748,NA,NA,2.40E-15,NA,NA,NA,NA,NA,NA,NA,-0.138527225,-0.083558052,0.894900591,0.870639547,0.919837687,2.36E-12,Skin cancer,finn-b-C3_SKIN,"CASP8_Monocyte, non-classical_Skin cancer_finn-b-C3_SKIN",0.819643395,1,0.819643
"CASP8_NK cell, CD56dim CD16+",CASP8,"NK cell, CD56dim CD16+",1,-0.11791791,0.014890975,NA,NA,2.40E-15,NA,NA,NA,NA,NA,NA,NA,-0.147104222,-0.088731599,0.888769009,0.863204008,0.915091152,2.36E-12,Skin cancer,finn-b-C3_SKIN,"CASP8_NK cell, CD56dim CD16+_Skin cancer_finn-b-C3_SKIN",0.529547878,1,1
"PADI6_NK cell, CD56dim CD16+",PADI6,"NK cell, CD56dim CD16+",1,-0.052132965,0.01319927,NA,NA,7.83E-05,NA,NA,NA,NA,NA,NA,NA,-0.078003534,-0.026262396,0.949202647,0.924961157,0.974079461,0.016477413,Skin cancer,finn-b-C3_SKIN,"PADI6_NK cell, CD56dim CD16+_Skin cancer_finn-b-C3_SKIN",8.63E-09,1,1
"PADI6_Monocyte, classical",PADI6,"Monocyte, classical",1,-0.048103753,0.012179135,NA,NA,7.83E-05,NA,NA,NA,NA,NA,NA,NA,-0.071974857,-0.024232648,0.953034902,0.930554292,0.976058605,0.016477413,Skin cancer,finn-b-C3_SKIN,"PADI6_Monocyte, classical_Skin cancer_finn-b-C3_SKIN",1.06E-08,1,1
"HORMAD1_Monocyte, non-classical",HORMAD1,"Monocyte, non-classical",1,-0.079973617,0.015372058,NA,NA,1.97E-07,NA,NA,NA,NA,NA,NA,NA,-0.110102851,-0.049844384,0.923140701,0.895742003,0.951377463,6.83E-05,Skin cancer,finn-b-C3_SKIN,"HORMAD1_Monocyte, non-classical_Skin cancer_finn-b-C3_SKIN",0.022717639,1,1
"CTSK_T cell, CD4, naive activated",CTSK,"T cell, CD4, naive activated",1,-0.105366872,0.02062388,NA,NA,3.24E-07,NA,NA,NA,NA,NA,NA,NA,-0.145789676,-0.064944068,0.899994279,0.864339475,0.937119877,0.000107611,Skin cancer,finn-b-C3_SKIN,"CTSK_T cell, CD4, naive activated_Skin cancer_finn-b-C3_SKIN",0.640694813,1,0.683443
"CERS2_T cell, CD4, memory TREG",CERS2,"T cell, CD4, memory TREG",1,-0.103628415,0.019543426,NA,NA,1.14E-07,NA,NA,NA,NA,NA,NA,NA,-0.141933531,-0.065323299,0.901560241,0.867678929,0.936764559,5.03E-05,Skin cancer,finn-b-C3_SKIN,"CERS2_T cell, CD4, memory TREG_Skin cancer_finn-b-C3_SKIN",0.405647929,1,0.469696
"CERS2_T cell, CD4, TH17",CERS2,"T cell, CD4, TH17",1,-0.117528322,0.022320736,NA,NA,1.40E-07,NA,NA,NA,NA,NA,NA,NA,-0.161276965,-0.073779678,0.88911533,0.851056326,0.928876323,5.10E-05,Skin cancer,finn-b-C3_SKIN,"CERS2_T cell, CD4, TH17_Skin cancer_finn-b-C3_SKIN",0.412945761,1,0.969315
"ARNT_T cell, CD4, naive",ARNT,"T cell, CD4, naive",1,-0.101327491,0.020034333,NA,NA,4.24E-07,NA,NA,NA,NA,NA,NA,NA,-0.140594783,-0.062060199,0.903637051,0.868841309,0.939826309,0.000119702,Skin cancer,finn-b-C3_SKIN,"ARNT_T cell, CD4, naive_Skin cancer_finn-b-C3_SKIN",0.388154279,1,0.470314
"CTSK_T cell, CD4, TH2",CTSK,"T cell, CD4, TH2",1,-0.084010286,0.016610399,NA,NA,4.24E-07,NA,NA,NA,NA,NA,NA,NA,-0.116566667,-0.051453904,0.919421799,0.889970763,0.949847433,0.000119702,Skin cancer,finn-b-C3_SKIN,"CTSK_T cell, CD4, TH2_Skin cancer_finn-b-C3_SKIN",0.278214379,1,0.764008
"CTSK_T cell, CD4, TH1",CTSK,"T cell, CD4, TH1",1,-0.092768341,0.018342029,NA,NA,4.24E-07,NA,NA,NA,NA,NA,NA,NA,-0.128718719,-0.056817963,0.911404611,0.879221239,0.944766036,0.000119702,Skin cancer,finn-b-C3_SKIN,"CTSK_T cell, CD4, TH1_Skin cancer_finn-b-C3_SKIN",0.395746006,1,0.510495
"CTSK_T cell, CD4, memory TREG",CTSK,"T cell, CD4, memory TREG",1,-0.085565982,0.016917989,NA,NA,4.24E-07,NA,NA,NA,NA,NA,NA,NA,-0.11872524,-0.052406724,0.91799257,0.888051769,0.948942831,0.000119702,Skin cancer,finn-b-C3_SKIN,"CTSK_T cell, CD4, memory TREG_Skin cancer_finn-b-C3_SKIN",0.40564743,1,0.469696
"ARNT_T cell, CD4, TH17",ARNT,"T cell, CD4, TH17",1,-0.107135,0.021182586,NA,NA,4.24E-07,NA,NA,NA,NA,NA,NA,NA,-0.148652868,-0.065617132,0.89840438,0.861868245,0.936489347,0.000119702,Skin cancer,finn-b-C3_SKIN,"ARNT_T cell, CD4, TH17_Skin cancer_finn-b-C3_SKIN",0.412941656,1,0.969315
"CTSK_T cell, CD4, naive TREG",CTSK,"T cell, CD4, naive TREG",1,-0.087400605,0.017280728,NA,NA,4.24E-07,NA,NA,NA,NA,NA,NA,NA,-0.121270832,-0.053530378,0.916309944,0.885794026,0.947877146,0.000119702,Skin cancer,finn-b-C3_SKIN,"CTSK_T cell, CD4, naive TREG_Skin cancer_finn-b-C3_SKIN",0.347895984,1,0.469695
"CTSK_NK cell, CD56dim CD16+",CTSK,"NK cell, CD56dim CD16+",1,-0.089271689,0.017650676,NA,NA,4.24E-07,NA,NA,NA,NA,NA,NA,NA,-0.123867014,-0.054676364,0.914597054,0.883497326,0.946791515,0.000119702,Skin cancer,finn-b-C3_SKIN,"CTSK_NK cell, CD56dim CD16+_Skin cancer_finn-b-C3_SKIN",0.444481393,1,0.472746
"ARNT_NK cell, CD56dim CD16+",ARNT,"NK cell, CD56dim CD16+",1,-0.10033193,0.019837492,NA,NA,4.24E-07,NA,NA,NA,NA,NA,NA,NA,-0.139213414,-0.061450446,0.904537125,0.870042329,0.940399545,0.000119702,Skin cancer,finn-b-C3_SKIN,"ARNT_NK cell, CD56dim CD16+_Skin cancer_finn-b-C3_SKIN",0.444481393,1,0.472746
"CDK10_T cell, CD4, TFH",CDK10,"T cell, CD4, TFH",1,-0.155242805,0.018685546,NA,NA,9.72E-17,NA,NA,NA,NA,NA,NA,NA,-0.191866475,-0.118619135,0.856207261,0.825417075,0.888146,7.26E-13,Skin cancer,finn-b-C3_SKIN,"CDK10_T cell, CD4, TFH_Skin cancer_finn-b-C3_SKIN",1.75E-05,1,0.999955
